strategy,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,excess_cumulative_return,tracking_error,active_tracking_error_annualized,information_ratio,correlation,active_return_mean_daily,active_return_std_daily,experiment_name,base_experiment,te_target,lookback_days,min_active_scale,benchmark_cumulative_return,excess_cumulative_return_pct_point,average_active_scale,min_active_scale_realized
consensus_multiplier_balanced_te_overlay_10_20d_floor75,441,5.642542051270467,1.9505659167938343,0.5482718348774177,3.5576620805807773,-0.33516490394361786,0.683790201831111,0.08100823495799901,0.08100823495799901,0.8133522221916268,0.989027191096112,0.0002614612219004362,0.0051030391392179585,consensus_multiplier_balanced_te_overlay_10_20d_floor75,consensus_multiplier_balanced,0.1,20,0.75,4.958751849439356,0.683790201831111,0.9707533679653562,0.75
consensus_multiplier_return_focus_te_overlay_10_20d_floor75,441,5.692598566988991,1.9632510262511604,0.5518387827269392,3.557653227179243,-0.32677970751411267,0.7338467175496355,0.10883683937167851,0.10883683937167851,0.6616673507397657,0.9803580925076083,0.00028576898083312673,0.00685607643951773,consensus_multiplier_return_focus_te_overlay_10_20d_floor75,consensus_multiplier_return_focus,0.1,20,0.75,4.958751849439356,0.7338467175496355,0.8970629726041364,0.75
consensus_multiplier_balanced_te_overlay_08_20d_floor75,441,5.627346594797485,1.9467070500469,0.5472061348123758,3.5575387887681127,-0.33576000533152184,0.6685947453581296,0.07629632692235502,0.07629632692235502,0.8393123934767233,0.9902334054591353,0.00025411290778842995,0.004806216832957938,consensus_multiplier_balanced_te_overlay_08_20d_floor75,consensus_multiplier_balanced,0.08,20,0.75,4.958751849439356,0.6685947453581296,0.9396071178669828,0.75
consensus_multiplier_balanced_te_overlay_12_10d_floor75,441,5.63630060527441,1.9489813678750534,0.5481597919826956,3.5554985907039662,-0.33516490394361786,0.6775487558350539,0.08229619641481768,0.08229619641481768,0.7934365662988594,0.9886675773992762,0.0002591143313604343,0.00518417308476507,consensus_multiplier_balanced_te_overlay_12_10d_floor75,consensus_multiplier_balanced,0.12,10,0.75,4.958751849439356,0.6775487558350539,0.983268220150984,0.75
consensus_multiplier_return_focus_te_overlay_06_60d_floor25,441,5.606918613349864,1.9415134097607751,0.546113017713006,3.555149477834058,-0.3278528922253563,0.648166763910508,0.0746441358667675,0.0746441358667675,0.8263432737475991,0.990614896301254,0.0002447685698341478,0.004702138579351989,consensus_multiplier_return_focus_te_overlay_06_60d_floor25,consensus_multiplier_return_focus,0.06,60,0.25,4.958751849439356,0.648166763910508,0.5698144618308117,0.33485326056332526
consensus_multiplier_balanced_te_overlay_06_10d_floor25,441,5.57109149876674,1.932388022108027,0.543636749478314,3.554557384066456,-0.34616498547766295,0.6123396493273843,0.06385110196584344,0.06385110196584344,0.8969684536677279,0.9930806621356123,0.0002272715245844564,0.004022241350929741,consensus_multiplier_balanced_te_overlay_06_10d_floor25,consensus_multiplier_balanced,0.06,10,0.25,4.958751849439356,0.6123396493273843,0.8295415840173439,0.25016227024633864
consensus_multiplier_balanced_te_overlay_08_40d_floor25,441,5.632353018519722,1.9479788434012915,0.5480910504714938,3.5541154005808857,-0.3351582668125679,0.6736011690803663,0.07817512599992878,0.07817512599992878,0.8304825074965408,0.9897796780868592,0.00025763124866777336,0.0049245700501655025,consensus_multiplier_balanced_te_overlay_08_40d_floor25,consensus_multiplier_balanced,0.08,40,0.25,4.958751849439356,0.6736011690803663,0.9235839465595957,0.6167742923187187
consensus_multiplier_balanced_te_overlay_08_40d_floor50,441,5.632353018519722,1.9479788434012915,0.5480910504714938,3.5541154005808857,-0.3351582668125679,0.6736011690803663,0.07817512599992878,0.07817512599992878,0.8304825074965408,0.9897796780868592,0.00025763124866777336,0.0049245700501655025,consensus_multiplier_balanced_te_overlay_08_40d_floor50,consensus_multiplier_balanced,0.08,40,0.5,4.958751849439356,0.6736011690803663,0.9235839465595957,0.6167742923187187
consensus_multiplier_balanced_te_overlay_10_40d_floor25,441,5.639611257997187,1.9498219403002781,0.5486645229052391,3.5537598275459037,-0.33516490394361786,0.680859408557831,0.08309640916439773,0.08309640916439773,0.7924207202044703,0.988467694294487,0.00026129887458911665,0.005234581749796784,consensus_multiplier_balanced_te_overlay_10_40d_floor25,consensus_multiplier_balanced,0.1,40,0.25,4.958751849439356,0.680859408557831,0.9740556080449728,0.7709678653983985
consensus_multiplier_balanced_te_overlay_10_40d_floor50,441,5.639611257997187,1.9498219403002781,0.5486645229052391,3.5537598275459037,-0.33516490394361786,0.680859408557831,0.08309640916439773,0.08309640916439773,0.7924207202044703,0.988467694294487,0.00026129887458911665,0.005234581749796784,consensus_multiplier_balanced_te_overlay_10_40d_floor50,consensus_multiplier_balanced,0.1,40,0.5,4.958751849439356,0.680859408557831,0.9740556080449728,0.7709678653983985
